carat,cut,color,clarity,depth,table,x,y,z,price,cut_encoded,color_encoded,clarity_encoded
0.46,Ideal,J,VVS1,62.5,56.0,4.93,4.89,3.07,6.926,4,0,6
2.01,Good,H,SI1,62.2,58.0,7.99,8.05,4.99,9.725,2,2,2
1.07,Ideal,I,SI1,61.5,57.0,6.57,6.59,4.05,8.657,4,1,2
1.01,Very Good,H,SI2,63.4,57.0,6.39,6.32,4.03,8.186,3,2,0
0.41,Ideal,G,SI2,61.0,57.0,4.82,4.79,2.93,6.729,4,3,0
0.45,Premium,E,VS1,60.8,60.0,4.94,4.9,2.99,7.156,1,6,4
0.42,Ideal,I,VVS1,62.5,57.0,4.77,4.8,2.99,6.784,4,1,6
0.92,Ideal,I,SI1,61.8,57.0,6.27,6.25,3.87,8.109,4,1,2
1.01,Good,E,VS2,63.9,59.0,6.34,6.31,4.04,8.849,2,6,3
0.23,Very Good,D,VVS2,60.4,59.0,3.95,4.0,2.4,6.273,3,5,5
0.54,Ideal,F,VS2,62.8,57.0,5.25,5.2,3.28,7.391,4,4,3
0.55,Very Good,E,VVS2,60.4,56.0,5.36,5.38,3.24,7.783,3,6,5
0.4,Ideal,E,VVS1,62.4,57.0,4.72,4.67,2.93,7.242,4,6,6
0.78,Very Good,H,SI2,63.1,56.0,5.84,5.88,3.7,7.761,3,2,0
0.9,Very Good,F,SI2,62.6,56.0,6.13,6.17,3.85,8.122,3,4,0
0.52,Very Good,D,VS2,63.5,57.0,5.13,5.08,3.24,7.511,3,5,3
0.7,Good,F,VVS2,63.1,58.0,5.6,5.66,3.55,7.909,2,4,5
0.9,Good,H,VS1,63.5,59.0,6.1,6.13,3.88,8.368,2,2,4
0.9,Good,H,SI1,62.1,61.0,6.07,6.11,3.78,8.145,2,2,2
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,9.089,2,2,2
1.0,Good,F,SI1,63.6,58.0,6.31,6.27,4.0,8.505,2,4,2
1.08,Ideal,G,VS2,61.8,55.0,6.57,6.63,4.08,8.844,4,3,3
1.72,Good,F,SI1,63.2,61.0,7.57,7.62,4.8,9.51,2,4,2
0.38,Ideal,F,SI2,60.6,56.0,4.73,4.7,2.86,6.718,4,4,0
0.9,Good,F,VS2,63.8,55.0,6.09,6.13,3.9,8.368,2,4,3
0.36,Very Good,H,VS2,61.0,55.0,4.62,4.66,2.83,6.368,3,2,3
0.91,Ideal,F,SI2,62.0,56.0,6.2,6.22,3.85,8.443,4,4,0
0.37,Premium,G,SI1,62.1,60.0,4.61,4.54,2.84,6.562,1,3,2
0.9,Premium,F,SI2,61.1,54.0,6.29,6.27,3.84,8.148,1,4,0
0.5,Ideal,E,VS2,60.4,56.0,5.15,5.21,3.13,7.545,4,6,3
1.51,Ideal,G,VVS2,62.3,55.0,7.35,7.29,4.56,9.599,4,3,5
0.32,Ideal,H,VS2,61.2,55.0,4.41,4.45,2.71,6.26,4,2,3
0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,7.039,3,1,3
0.41,Ideal,G,VS2,62.7,56.0,4.77,4.74,2.98,6.967,4,3,3
0.9,Very Good,E,SI2,64.2,54.0,6.08,6.11,3.91,8.146,3,6,0
2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,9.421,4,1,0
0.32,Ideal,H,VVS1,61.9,55.0,4.38,4.37,2.71,6.842,4,2,6
2.0,Good,G,VS2,64.1,55.0,7.94,7.88,5.07,9.792,2,3,3
0.91,Premium,D,SI1,62.8,57.0,6.17,6.12,3.86,8.349,1,5,2
0.71,Premium,F,VVS1,58.1,58.0,5.92,5.88,3.43,8.116,1,4,6
1.53,Ideal,F,SI1,62.5,57.0,7.38,7.31,4.59,9.352,4,4,2
1.19,Premium,H,SI1,60.8,59.0,6.87,6.84,4.17,8.648,1,2,2
0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,7.403,0,4,2
1.2,Very Good,I,SI1,62.9,57.0,6.73,6.78,4.25,8.559,3,1,2
0.7,Ideal,E,SI1,61.6,56.0,5.7,5.72,3.52,8.111,4,6,2
0.39,Very Good,G,VVS1,62.7,58.0,4.65,4.69,2.93,6.75,3,3,6
0.33,Ideal,H,IF,61.9,55.0,4.42,4.44,2.74,6.766,4,2,7
0.53,Ideal,E,VVS2,62.2,54.0,5.19,5.23,3.24,7.729,4,6,5
0.34,Premium,E,VS2,61.0,59.0,4.48,4.51,2.74,6.613,1,6,3
1.02,Premium,F,VVS2,60.9,59.0,6.56,6.44,3.96,9.08,1,4,5
0.5,Fair,F,I1,67.1,57.0,4.92,4.87,3.28,6.441,0,4,1
0.55,Ideal,G,VVS2,60.5,56.0,5.36,5.37,3.24,7.575,4,3,5
0.3,Ideal,G,IF,62.3,55.0,4.3,4.33,2.69,6.76,4,3,7
0.31,Ideal,G,VVS1,61.2,56.0,4.38,4.34,2.67,6.953,4,3,6
0.77,Good,E,VS2,63.4,57.0,5.8,5.84,3.69,8.099,2,6,3
0.55,Good,F,SI1,64.3,57.9,5.16,5.21,3.33,7.244,2,4,2
0.9,Good,D,VS2,65.8,58.0,5.99,6.01,3.95,8.451,2,5,3
0.3,Premium,I,VS1,58.8,61.0,4.43,4.38,2.59,6.41,1,1,4
1.26,Premium,J,SI1,61.8,58.0,6.91,6.88,4.26,8.533,1,0,2
0.8,Ideal,F,VS2,62.1,56.0,5.93,5.98,3.7,8.305,4,4,3
0.73,Premium,E,SI1,62.7,58.0,5.76,5.7,3.59,7.902,1,6,2
0.27,Very Good,H,VVS2,62.5,55.0,4.12,4.16,2.59,6.223,3,2,5
0.5,Very Good,D,SI1,61.9,61.0,5.09,5.12,3.16,7.27,3,5,2
1.0,Very Good,G,SI2,63.1,63.0,6.33,6.23,3.96,8.22,3,3,0
0.9,Fair,I,VVS2,67.0,56.0,5.91,5.83,3.93,8.031,0,1,5
0.52,Ideal,H,VS1,62.0,56.0,5.14,5.2,3.21,7.377,4,2,4
0.75,Very Good,E,VS2,60.4,56.0,5.9,5.96,3.58,8.247,3,6,3
0.71,Very Good,E,SI2,61.9,63.0,5.74,5.69,3.54,7.773,3,6,0
0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,6.829,3,5,2
1.56,Ideal,I,VVS2,62.0,56.0,7.39,7.42,4.6,9.257,4,1,5
0.29,Very Good,F,VVS1,62.3,58.0,4.22,4.25,2.64,6.498,3,4,6
0.9,Very Good,D,VS1,63.0,56.0,6.13,6.18,3.88,8.658,3,5,4
1.03,Ideal,F,VS1,59.0,55.0,6.67,6.62,3.92,8.956,4,4,4
1.07,Very Good,D,SI1,60.2,55.0,6.64,6.68,4.01,8.7,3,5,2
0.28,Very Good,E,VVS1,59.6,59.0,4.3,4.33,2.57,6.465,3,6,6
0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,7.417,4,3,3
0.9,Ideal,D,SI2,62.7,57.0,6.1,6.15,3.84,8.292,4,5,0
0.43,Very Good,H,VVS1,60.2,55.0,4.92,4.95,2.97,7.107,3,2,6
2.0,Very Good,H,SI1,63.3,59.0,8.03,7.96,5.06,9.785,3,2,2
1.01,Premium,H,SI1,62.9,58.0,6.38,6.34,4.0,8.078,1,2,2
1.33,Ideal,G,VS1,62.0,55.0,7.12,7.07,4.4,9.263,4,3,4
0.31,Ideal,D,SI1,62.0,56.0,4.39,4.35,2.71,6.528,4,5,2
0.41,Ideal,E,VVS2,62.3,56.0,4.78,4.75,2.97,7.125,4,6,5
1.51,Premium,I,VS1,63.0,59.0,7.3,7.28,4.59,9.16,1,1,4
0.3,Premium,I,VS1,61.7,58.0,4.32,4.27,2.65,6.41,1,1,4
0.4,Good,J,VS1,63.4,58.0,4.61,4.64,2.93,6.447,2,0,4
1.04,Fair,G,VS1,64.9,58.0,6.36,6.33,4.12,8.636,0,3,4
2.33,Premium,J,SI1,59.9,59.0,8.7,8.65,5.2,9.596,1,0,2
0.35,Ideal,D,VS2,60.9,57.0,4.51,4.55,2.76,6.72,4,5,3
1.26,Premium,I,SI2,60.1,59.0,7.0,6.91,4.18,8.547,1,1,0
0.4,Premium,D,VS2,61.7,59.0,4.76,4.73,2.93,6.957,1,5,3
0.71,Good,I,VVS2,63.7,56.0,5.68,5.63,3.6,7.733,2,1,5
0.71,Premium,E,VVS1,62.7,60.0,5.73,5.62,3.56,8.237,1,6,6
1.12,Ideal,F,VVS2,61.4,57.0,6.69,6.66,4.1,9.173,4,4,5
1.74,Ideal,J,VS1,61.1,56.0,7.85,7.79,4.78,9.323,4,0,4
0.73,Premium,E,VS2,62.0,57.0,5.86,5.76,3.6,7.956,1,6,3
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,7.834,4,4,0
0.4,Ideal,E,VS2,61.1,56.0,4.75,4.77,2.91,6.816,4,6,3
0.41,Very Good,H,SI1,60.0,61.0,4.77,4.83,2.88,6.526,3,2,2
0.38,Premium,F,VVS1,59.2,58.0,4.8,4.76,2.83,7.136,1,4,6
1.33,Good,I,VS1,63.7,56.0,6.92,6.96,4.42,8.848,2,1,4
0.4,Ideal,G,VVS1,61.8,53.0,4.75,4.77,2.94,6.965,4,3,6
0.7,Very Good,I,VVS1,62.9,58.0,5.65,5.67,3.56,7.829,3,1,6
0.37,Ideal,G,IF,60.5,56.0,4.66,4.7,2.83,6.831,4,3,7
0.59,Premium,F,SI1,62.2,60.0,5.37,5.33,3.33,7.661,1,4,2
0.54,Premium,F,SI1,62.3,58.0,5.26,5.2,3.26,7.434,1,4,2
0.7,Very Good,G,VS2,63.1,58.0,5.69,5.66,3.58,7.742,3,3,3
0.91,Very Good,H,SI1,59.2,60.0,6.3,6.41,3.76,8.294,3,2,2
0.31,Good,F,VVS2,63.6,55.0,4.29,4.33,2.74,6.492,2,4,5
0.33,Very Good,G,VVS1,61.4,60.0,4.39,4.44,2.71,6.766,3,3,6
0.34,Ideal,I,SI1,62.4,56.0,4.45,4.49,2.79,6.129,4,1,2
1.1,Ideal,G,VVS2,60.5,56.0,6.76,6.7,4.07,9.129,4,3,5
0.5,Very Good,G,SI1,60.0,63.0,5.06,5.1,3.05,7.088,3,3,2
0.31,Premium,G,VS2,59.9,59.0,4.38,4.4,2.63,6.299,1,3,3
0.27,Very Good,D,VS1,63.2,55.0,4.1,4.16,2.61,6.153,3,5,4
0.31,Premium,I,SI1,62.3,58.0,4.38,4.35,2.72,6.286,1,1,2
0.5,Good,F,VS2,62.8,61.0,4.94,5.0,3.12,7.277,2,4,3
1.26,Premium,G,SI2,59.1,59.0,7.09,7.05,4.18,8.683,1,3,0
1.41,Good,H,VS2,63.8,60.0,7.12,7.04,4.52,9.133,2,2,3
0.58,Ideal,F,VS1,61.2,57.0,5.36,5.39,3.29,7.59,4,4,4
0.53,Premium,D,SI1,61.4,58.0,5.19,5.23,3.2,7.356,1,5,2
0.72,Very Good,I,SI2,63.4,56.0,5.67,5.72,3.61,7.553,3,1,0
0.32,Ideal,J,VS2,62.2,57.0,4.36,4.38,2.72,5.974,4,0,3
0.3,Very Good,H,VS2,62.6,58.0,4.22,4.28,2.66,6.159,3,2,3
1.31,Ideal,G,VS1,61.9,56.0,7.03,7.13,4.38,9.22,4,3,4
0.53,Ideal,H,SI1,62.6,56.0,5.28,5.1,3.25,6.982,4,2,2
0.34,Premium,G,SI1,59.7,59.0,4.54,4.5,2.7,6.477,1,3,2
1.0,Very Good,E,SI1,60.1,60.0,6.45,6.49,3.89,8.677,3,6,2
0.53,Ideal,E,SI2,60.8,57.0,5.23,5.26,3.19,7.114,4,6,0
0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,7.277,4,2,3
1.43,Premium,D,VS2,62.6,59.0,7.19,7.21,4.51,9.538,1,5,3
0.52,Premium,F,I1,63.0,56.0,5.18,5.11,3.24,6.768,1,4,1
0.3,Very Good,I,SI1,62.5,57.0,4.27,4.3,2.68,5.945,3,1,2
0.41,Good,H,VS2,64.1,57.0,4.72,4.64,3.0,6.592,2,2,3
0.7,Good,D,VS2,58.0,62.0,5.78,5.87,3.38,7.919,2,5,3
0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,8.194,1,4,0
0.52,Ideal,J,SI1,62.3,56.0,5.12,5.16,3.2,7.241,4,0,2
0.9,Good,F,SI1,63.6,55.0,6.15,6.12,3.9,8.458,2,4,2
1.0,Fair,G,I1,64.9,56.0,6.2,6.14,4.01,7.782,0,3,1
1.09,Ideal,J,VS2,62.0,54.0,6.64,6.61,4.11,8.38,4,0,3
0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,7.44,3,5,3
0.36,Premium,D,VS2,61.8,58.0,4.55,4.58,2.82,6.748,1,5,3
0.56,Premium,D,SI2,60.4,58.0,5.32,5.37,3.23,7.236,1,5,0
0.43,Premium,D,VS2,59.7,59.0,4.93,4.89,2.93,6.87,1,5,3
0.4,Ideal,J,SI1,61.6,56.0,4.72,4.77,2.93,6.417,4,0,2
1.3,Good,J,SI1,64.0,58.0,6.91,6.84,4.4,8.564,2,0,2
0.41,Very Good,D,VS1,61.7,58.0,4.76,4.8,2.95,6.926,3,5,4
0.33,Good,I,SI1,63.6,57.0,4.39,4.42,2.8,6.098,2,1,2
0.7,Ideal,G,VS2,61.6,56.0,5.7,5.73,3.52,8.146,4,3,3
0.3,Premium,F,VS2,61.6,58.0,4.29,4.31,2.65,6.405,1,4,3
0.3,Premium,D,VS2,62.8,59.0,4.28,4.26,2.68,6.815,1,5,3
1.73,Ideal,I,VS2,61.0,56.0,7.72,7.79,4.73,9.508,4,1,3
0.28,Ideal,G,VS1,62.1,55.0,4.22,4.25,2.63,6.194,4,3,4
1.02,Premium,G,SI1,61.0,59.0,6.44,6.48,3.94,8.441,1,3,2
0.93,Ideal,E,SI1,62.0,56.0,6.25,6.29,3.89,8.338,4,6,2
0.5,Very Good,F,VS2,63.0,57.0,5.02,5.1,3.19,7.148,3,4,3
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,8.414,4,0,0
0.24,Ideal,G,IF,61.3,57.0,4.0,4.03,2.46,6.326,4,3,7
0.75,Premium,E,SI2,61.9,57.0,5.88,5.82,3.62,7.948,1,6,0
1.09,Ideal,D,SI2,61.7,59.0,6.64,6.62,4.09,8.596,4,5,0
0.37,Ideal,H,SI1,59.7,56.0,4.67,4.71,2.8,6.279,4,2,2
0.7,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.54,7.815,4,3,2
1.51,Ideal,G,VS1,61.6,56.0,7.37,7.34,4.53,9.594,4,3,4
0.52,Ideal,G,VVS2,62.7,55.0,5.12,5.15,3.22,7.553,4,3,5
0.43,Ideal,G,VVS2,60.9,57.0,4.85,4.9,2.97,6.962,4,3,5
0.3,Ideal,E,VVS2,61.1,57.0,4.34,4.36,2.65,6.73,4,6,5
0.9,Good,F,VS2,63.6,59.0,6.11,6.06,3.87,8.351,2,4,3
1.99,Fair,H,VS2,60.5,63.0,8.2,8.11,4.93,9.782,0,2,3
0.33,Premium,G,VS2,59.3,61.0,4.51,4.49,2.67,6.611,1,3,3
0.41,Good,F,VVS2,59.2,63.0,4.82,4.87,2.87,7.048,2,4,5
0.5,Ideal,E,VS2,62.3,57.0,5.04,5.08,3.15,7.352,4,6,3
0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,8.018,4,3,4
1.5,Premium,F,VS1,62.2,60.0,7.27,7.3,4.53,9.662,1,4,4
0.27,Ideal,I,VVS2,61.2,56.0,4.18,4.2,2.56,6.375,4,1,5
0.3,Ideal,H,VVS2,62.7,53.0,4.29,4.32,2.7,6.38,4,2,5
0.36,Premium,D,VS2,59.1,58.0,4.63,4.68,2.75,6.748,1,5,3
0.71,Very Good,E,SI1,60.0,56.0,5.85,5.78,3.49,8.046,3,6,2
0.9,Very Good,E,SI2,62.6,58.0,6.1,6.16,3.84,8.269,3,6,0
1.21,Ideal,H,VS1,62.4,53.0,6.83,6.86,4.27,8.963,4,2,4
0.37,Premium,F,SI1,61.6,59.0,4.67,4.62,2.86,6.673,1,4,2
0.34,Ideal,E,VVS2,62.3,55.0,4.49,4.53,2.81,6.717,4,6,5
1.35,Ideal,D,VS2,61.3,57.0,7.09,7.13,4.36,9.269,4,5,3
0.5,Very Good,G,SI1,60.6,56.0,5.13,5.16,3.12,7.092,3,3,2
0.31,Premium,F,VS2,59.7,60.0,4.42,4.39,2.63,6.687,1,4,3
0.7,Ideal,E,SI1,61.1,56.0,5.75,5.78,3.52,8.111,4,6,2
0.39,Ideal,F,SI1,62.5,55.0,4.63,4.68,2.91,6.576,4,4,2
0.34,Premium,D,VS2,59.3,58.0,4.55,4.52,2.69,6.94,1,5,3
0.4,Very Good,F,VS1,62.5,57.0,4.69,4.72,2.94,6.89,3,4,4
0.38,Very Good,G,SI1,62.4,59.0,4.59,4.64,2.88,6.501,3,3,2
1.05,Very Good,F,VS2,62.8,57.0,6.45,6.48,4.06,8.826,3,4,3
1.46,Ideal,H,SI1,62.4,55.0,7.26,7.22,4.52,9.089,4,2,2
0.91,Ideal,J,VS1,60.7,57.0,6.23,6.26,3.79,8.092,4,0,4
0.23,Premium,D,VVS2,60.4,59.0,4.0,3.95,2.4,6.522,1,5,5
0.79,Ideal,I,VS1,61.7,59.0,5.93,5.96,3.67,7.968,4,1,4
0.32,Ideal,E,VVS1,62.2,55.0,4.37,4.41,2.73,6.718,4,6,6
1.2,Good,D,I1,63.6,60.0,6.72,6.67,4.26,8.377,2,5,1
0.9,Very Good,D,SI1,61.6,54.0,6.18,6.25,3.83,8.264,3,5,2
1.71,Very Good,J,VS1,61.9,59.0,7.6,7.69,4.73,9.252,3,0,4
1.01,Fair,E,SI1,64.7,59.0,6.23,6.11,3.99,8.338,0,6,2
0.72,Ideal,G,VS1,62.6,53.0,5.76,5.78,3.61,7.918,4,3,4
1.55,Very Good,I,VS1,59.0,58.0,7.56,7.63,4.48,9.279,3,1,4
0.34,Ideal,H,VS1,62.3,55.0,4.48,4.45,2.78,6.64,4,2,4
1.01,Premium,H,SI1,58.8,62.0,6.59,6.54,3.86,8.341,1,2,2
1.14,Premium,H,SI1,62.5,58.0,6.71,6.67,4.18,8.507,1,2,2
0.5,Very Good,D,VS2,62.8,58.0,5.03,5.07,3.17,7.469,3,5,3
0.54,Very Good,F,VS1,61.0,58.0,5.24,5.25,3.2,7.503,3,4,4
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,6.51,3,2,6
1.2,Good,H,VS2,62.6,56.0,6.73,6.76,4.22,8.775,2,2,3
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,7.965,4,4,4
0.96,Fair,H,I1,67.4,62.0,6.13,5.96,4.08,7.5,0,2,1
1.15,Premium,G,SI1,62.0,58.0,6.68,6.77,4.17,8.471,1,3,2
0.9,Very Good,D,VS1,59.1,60.0,6.24,6.28,3.7,8.665,3,5,4
0.59,Ideal,E,VVS2,62.0,55.0,5.36,5.41,3.34,7.88,4,6,5
0.31,Ideal,E,VVS2,61.7,56.0,4.33,4.36,2.68,6.704,4,6,5
0.77,Ideal,J,SI1,61.6,55.0,5.87,5.93,3.63,7.672,4,0,2
1.51,Very Good,F,VS2,61.9,63.0,7.35,7.26,4.52,9.543,3,4,3
0.9,Premium,G,SI1,60.2,59.0,6.27,6.23,3.76,8.263,1,3,2
1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,9.115,4,3,6
1.08,Very Good,I,SI1,60.5,60.0,6.61,6.67,4.02,8.361,3,1,2
1.01,Premium,F,VS2,61.4,57.0,6.51,6.45,3.98,8.843,1,4,3
0.3,Ideal,F,VS2,62.3,57.0,4.33,4.3,2.69,6.654,4,4,3
0.72,Very Good,E,SI1,62.1,57.0,5.69,5.75,3.55,7.855,3,6,2
0.33,Ideal,F,VVS1,62.1,56.0,4.46,4.43,2.76,6.968,4,4,6
0.3,Ideal,H,VS2,62.4,54.0,4.31,4.34,2.7,6.196,4,2,3
1.01,Fair,D,SI2,64.6,58.0,6.25,6.2,4.02,9.211,0,5,0
1.21,Ideal,D,VVS2,61.3,57.0,6.85,6.88,4.21,9.423,4,5,5
0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,7.689,3,3,2
1.01,Very Good,E,VS2,62.3,58.0,6.39,6.45,4.0,8.75,3,6,3
1.02,Premium,I,VS2,62.0,58.0,6.44,6.47,4.0,8.403,1,1,3
0.31,Ideal,D,VVS2,61.2,59.0,4.37,4.39,2.68,6.691,4,5,5
0.71,Ideal,H,VVS2,61.5,54.0,5.74,5.8,3.55,7.861,4,2,5
0.59,Ideal,D,SI2,60.2,57.0,5.47,5.42,3.28,7.36,4,5,0
0.7,Ideal,G,VS2,60.0,57.0,5.8,5.84,3.49,7.876,4,3,3
1.51,Premium,J,VVS2,62.9,58.0,7.33,7.21,4.57,9.097,1,0,5
0.54,Premium,D,VS2,60.9,58.0,5.27,5.31,3.22,7.545,1,5,3
1.02,Very Good,G,SI1,60.8,60.0,6.5,6.55,3.97,8.469,3,3,2
1.69,Ideal,I,VS2,60.5,56.0,7.74,7.77,4.69,9.521,4,1,3
0.83,Very Good,I,VS2,61.6,58.0,6.05,6.07,3.73,7.96,3,1,3
0.32,Ideal,E,IF,62.6,55.0,4.41,4.38,2.75,7.065,4,6,7
1.39,Ideal,G,VVS2,61.4,54.0,7.22,7.3,4.44,9.43,4,3,5
1.01,Premium,E,I1,59.8,58.0,6.57,6.53,3.92,8.13,1,6,1
0.31,Premium,D,VS2,61.7,59.0,4.34,4.31,2.67,6.848,1,5,3
0.73,Ideal,F,SI2,62.7,57.0,5.75,5.79,3.62,7.73,4,4,0
0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,7.503,4,6,3
0.57,Ideal,I,VS1,61.6,56.0,5.33,5.35,3.29,7.212,4,1,4
1.51,Premium,G,VS1,62.4,59.0,7.28,7.25,4.53,9.521,1,3,4
0.54,Premium,F,VS2,62.4,55.0,5.23,5.19,3.25,7.503,1,4,3
1.47,Very Good,H,SI2,62.6,58.0,7.17,7.24,4.51,8.914,3,2,0
0.52,Ideal,G,VVS2,61.7,56.0,5.16,5.14,3.18,7.607,4,3,5
0.23,Ideal,G,VVS1,61.5,57.0,3.94,3.97,2.43,6.284,4,3,6
1.2,Ideal,F,VS2,61.9,53.0,6.84,6.79,4.22,9.068,4,4,3
1.0,Very Good,E,VS1,61.2,57.0,6.43,6.47,3.95,8.854,3,6,4
0.71,Premium,D,SI2,61.7,59.0,5.71,5.67,3.51,7.926,1,5,0
0.4,Ideal,G,VVS1,61.4,55.0,4.72,4.76,2.91,7.024,4,3,6
0.71,Fair,J,SI2,66.1,58.0,5.53,5.43,3.62,7.217,0,0,0
1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,8.815,3,2,6
0.3,Ideal,G,VVS2,61.5,55.0,4.32,4.3,2.65,6.778,4,3,5
0.46,Ideal,D,VS2,62.4,56.0,4.95,4.98,3.1,7.123,4,5,3
1.02,Premium,F,SI2,60.0,60.0,6.57,6.53,3.93,8.363,1,4,0
1.23,Premium,I,VS1,61.6,58.0,6.9,6.84,4.23,8.636,1,1,4
1.0,Premium,F,VVS1,61.0,60.0,6.43,6.39,3.91,9.2,1,4,6
1.12,Ideal,D,VS1,61.1,57.0,6.68,6.75,4.1,9.179,4,5,4
1.27,Ideal,G,VVS1,61.7,56.0,6.9,7.03,4.3,9.288,4,3,6
2.05,Good,G,SI2,63.7,61.0,8.03,7.99,5.1,9.699,2,3,0
0.4,Ideal,F,VVS2,61.7,56.0,4.72,4.74,2.92,6.992,4,4,5
1.11,Good,D,SI2,58.0,62.0,6.77,6.81,3.94,8.52,2,5,0
1.23,Ideal,H,VS2,59.0,57.0,7.05,6.99,4.14,8.765,4,2,3
0.63,Good,J,SI1,59.9,64.0,5.63,5.58,3.36,7.034,2,0,2
1.01,Premium,G,SI1,62.8,59.0,6.43,6.34,4.01,8.435,1,3,2
1.09,Ideal,H,SI2,62.0,57.0,6.61,6.55,4.08,8.358,4,2,0
0.31,Ideal,D,SI1,62.2,55.0,4.37,4.34,2.71,6.596,4,5,2
0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,8.054,3,0,3
1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,8.623,1,4,2
1.23,Very Good,E,SI1,59.2,62.0,7.0,7.05,4.16,8.874,3,6,2
0.31,Very Good,D,SI2,61.8,60.0,4.33,4.37,2.69,6.136,3,5,0
0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,6.129,4,3,0
2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,9.695,1,1,0
1.12,Premium,I,SI1,61.3,58.0,6.69,6.68,4.1,8.313,1,1,2
1.01,Very Good,H,VVS1,61.1,58.0,6.41,6.45,3.93,8.821,3,2,6
0.3,Good,G,VVS2,62.6,58.0,4.25,4.28,2.67,6.519,2,3,5
1.56,Ideal,H,SI2,62.3,55.0,7.39,7.35,4.59,8.812,4,2,0
0.62,Ideal,G,VVS2,62.6,57.0,5.42,5.47,3.41,7.827,4,3,5
0.31,Premium,G,VS2,61.2,58.0,4.32,4.37,2.66,6.299,1,3,3
1.51,Good,I,SI1,62.5,57.0,7.25,7.32,4.55,9.017,2,1,2
0.72,Premium,E,SI1,60.9,60.0,5.78,5.74,3.51,7.96,1,6,2
0.7,Ideal,E,VS1,62.3,54.0,5.67,5.71,3.54,8.115,4,6,4
1.0,Fair,H,VS1,57.4,68.0,6.52,6.47,3.73,8.382,0,2,4
0.4,Very Good,G,SI2,61.9,61.0,4.69,4.74,2.92,6.39,3,3,0
1.24,Premium,D,SI2,61.4,59.0,6.91,6.87,4.23,8.849,1,5,0
0.52,Very Good,I,SI1,62.5,59.0,5.06,5.12,3.18,6.886,3,1,2
0.41,Very Good,I,VVS1,63.1,58.0,4.68,4.74,2.97,6.742,3,1,6
1.14,Ideal,H,VS2,61.7,57.0,6.73,6.68,4.14,8.689,4,2,3
0.52,Very Good,E,VS1,61.8,60.0,5.14,5.18,3.19,7.611,3,6,4
0.37,Good,H,SI1,64.0,55.0,4.53,4.57,2.91,6.269,2,2,2
1.01,Ideal,G,SI2,62.1,59.0,6.45,6.41,3.99,8.345,4,3,0
0.8,Premium,J,VS1,61.6,60.0,5.94,5.88,3.64,7.697,1,0,4
0.3,Premium,G,VVS1,62.4,59.0,4.31,4.25,2.67,6.808,1,3,6
1.03,Premium,D,SI2,61.7,58.0,6.5,6.47,4.0,8.469,1,5,0
1.06,Ideal,G,SI1,60.5,57.0,6.64,6.59,4.0,8.593,4,3,2
1.03,Premium,G,SI2,59.9,60.0,6.56,6.5,3.91,8.392,1,3,0
1.01,Ideal,H,VS2,61.7,56.0,6.45,6.47,3.98,8.689,4,2,3
0.25,Very Good,E,VVS2,61.7,57.0,4.08,4.12,2.53,6.306,3,6,5
1.18,Ideal,G,VS1,61.3,56.0,6.81,6.83,4.17,9.038,4,3,4
0.52,Premium,D,VS2,62.4,58.0,5.13,5.09,3.19,7.519,1,5,3
0.3,Ideal,G,VVS1,62.3,54.0,4.32,4.35,2.7,6.639,4,3,6
0.28,Very Good,F,VVS2,59.7,59.0,4.26,4.28,2.55,6.465,3,4,5
0.55,Ideal,E,VVS1,62.9,57.0,5.25,5.21,3.29,7.867,4,6,6
0.38,Premium,D,VVS1,61.4,59.0,4.63,4.66,2.85,7.244,1,5,6
1.6,Ideal,H,SI1,62.7,56.0,7.51,7.39,4.67,9.164,4,2,2
0.7,Premium,F,SI1,61.9,59.0,5.71,5.69,3.53,7.793,1,4,2
0.34,Ideal,D,I1,62.5,57.0,4.49,4.47,2.8,6.273,4,5,1
1.54,Ideal,G,SI2,61.7,56.0,7.44,7.41,4.58,9.162,4,3,0
